,Date,neg,neu,pos,compound,Open,High,Low,Close,Adj Close,Volume
27,2001-02-19,0.12341379300000001,0.7701379309999999,0.106413793,-0.032896552,4363.790039,4378.060059,4302.100098,4350.649902,4350.649902,0.0
28,2001-02-21,0.075243902,0.829536585,0.095268293,0.033426829,4338.310059,4362.5,4285.189941,4302.22998,4302.22998,0.0
29,2001-02-22,0.110511111,0.785355556,0.10413333300000001,-0.029688889,4252.27002,4286.629883,4190.959961,4262.549805,4262.549805,0.0
30,2001-02-23,0.10197014900000001,0.772970149,0.125059701,0.031892537,4261.810059,4277.359863000001,4118.089844,4122.160156,4122.160156,0.0
31,2001-02-26,0.130526316,0.815657895,0.053842105,-0.102781579,4168.709961,4174.850098,4074.1201170000004,4112.689941,4112.689941,0.0
32,2001-02-27,0.10692592599999999,0.828555556,0.06451851900000001,-0.050681480999999994,4140.629883,4156.029785,4020.679932,4069.679932,4069.679932,0.0
33,2001-02-28,0.12105882400000001,0.78872549,0.09023529400000001,-0.065076471,4070.3701170000004,4264.02002,4056.399902,4247.040039,4247.040039,0.0
34,2001-03-01,0.045529412000000005,0.835823529,0.11867647099999999,0.09300000000000001,4288.22998,4386.97998,4215.27002,4271.649902,4271.649902,0.0
35,2001-03-02,0.0,1.0,0.0,0.0,4323.180176,4341.669922,4077.419922,4095.1599119999996,4095.1599119999996,0.0
36,2001-03-05,0.0,0.392,0.608,0.4767,4073.7299799999996,4127.120117,3947.709961,3998.1201170000004,3998.1201170000004,0.0
37,2001-03-09,0.0,1.0,0.0,0.0,3986.820068,3986.820068,3821.5900880000004,3881.959961,3881.959961,0.0
38,2001-03-13,0.444,0.556,0.0,-0.1531,3605.530029,3777.4799799999996,3436.75,3540.649902,3540.649902,0.0
39,2001-03-14,0.08516666699999999,0.8351190479999999,0.079714286,-0.017864286,3508.1298829999996,3757.1201170000004,3493.9399409999996,3725.030029,3725.030029,0.0
40,2001-03-15,0.07185185200000001,0.8674629629999999,0.060685185,-0.019440741,3666.1999509999996,3823.780029,3661.8400880000004,3819.860107,3819.860107,0.0
41,2001-03-16,0.0,1.0,0.0,0.0,3752.360107,3867.469971,3696.5200200000004,3745.73999,3745.73999,0.0
42,2001-03-19,0.12675,0.79655,0.076725,-0.035082499999999996,3728.51001,3774.6899409999996,3680.26001,3722.48999,3722.48999,0.0
43,2001-03-20,0.096446429,0.816678571,0.08685714300000001,-0.000401786,3736.0900880000004,3740.070068,3644.51001,3672.399902,3672.399902,0.0
44,2001-03-21,0.120675,0.820925,0.0584,-0.0738175,3633.219971,3801.780029,3618.139893,3791.070068,3791.070068,0.0
45,2001-03-22,0.130882353,0.773382353,0.095735294,-0.030797058999999998,3785.959961,3818.030029,3708.8000490000004,3713.969971,3713.969971,0.0
46,2001-03-23,0.081123288,0.789410959,0.12946575300000002,0.05149178099999999,3735.51001,3743.830078,3561.01001,3635.280029,3635.280029,0.0
47,2001-03-26,0.078836735,0.79844898,0.122734694,0.040404082,3640.469971,3654.040039,3600.389893,3636.320068,3636.320068,0.0
48,2001-03-27,0.08568571400000001,0.8743714290000001,0.039942857000000005,-0.071591429,3634.4799799999996,3712.2700200000004,3631.290039,3694.820068,3694.820068,0.0
49,2001-03-28,0.127545455,0.765522727,0.10693181800000001,-0.036002273,3736.540039,3792.76001,3736.540039,3788.209961,3788.209961,0.0
50,2001-03-29,0.08743181800000001,0.849477273,0.063090909,-0.046459090999999994,3739.6298829999996,3799.679932,3721.4499509999996,3751.5600590000004,3751.5600590000004,0.0
51,2001-03-30,0.112177778,0.796488889,0.091333333,-0.020957778,3714.110107,3723.7299799999996,3589.929932,3604.3798829999996,3604.3798829999996,0.0
52,2001-04-04,0.052222222,0.874972222,0.072805556,0.013852778,3558.4799799999996,3577.25,3511.1201170000004,3565.649902,3565.649902,0.0
54,2001-04-06,0.061710525999999995,0.846052632,0.09226315800000001,0.01815,3663.73999,3676.820068,3558.1298829999996,3576.0,3576.0,0.0
55,2001-04-09,0.071045455,0.827113636,0.101863636,0.028513636000000002,3570.530029,3579.23999,3502.4399409999996,3544.080078,3544.080078,0.0
56,2001-04-10,0.09806976699999999,0.8439767440000001,0.057953488,-0.050676744,3542.4399409999996,3542.4399409999996,3342.110107,3458.389893,3458.389893,0.0
57,2001-04-11,0.078918919,0.882405405,0.038675676,-0.061194595,3476.4099119999996,3481.149902,3298.1201170000004,3325.459961,3325.459961,0.0
58,2001-04-12,0.04606451599999999,0.879451613,0.074483871,0.031751613,3254.52002,3264.570068,3120.1298829999996,3183.77002,3183.77002,0.0
60,2001-04-16,0.109714286,0.755314286,0.134942857,0.005922856999999999,3172.149902,3258.439941,3096.51001,3251.6201170000004,3251.6201170000004,0.0
61,2001-04-17,0.053678570999999994,0.878035714,0.068285714,0.0009357139999999999,3231.939941,3331.780029,3220.649902,3312.290039,3312.290039,0.0
62,2001-04-18,0.08424324300000001,0.806189189,0.109486486,0.033005405,3311.199951,3442.649902,3311.199951,3438.75,3438.75,0.0
63,2001-04-19,0.029333333,0.846424242,0.124242424,0.102324242,3552.169922,3621.030029,3471.030029,3574.080078,3574.080078,0.0
64,2001-04-20,0.11127272699999999,0.788878788,0.099848485,-0.008618182,3620.899902,3620.899902,3523.73999,3583.040039,3583.040039,0.0
65,2001-04-23,0.08826829300000001,0.85102439,0.060707317000000004,-0.061521951,3583.419922,3637.360107,3561.959961,3587.01001,3587.01001,0.0
66,2001-04-24,0.064117647,0.8972941179999999,0.038588235,-0.047547059,3547.2299799999996,3593.8400880000004,3526.360107,3589.98999,3589.98999,0.0
67,2001-04-25,0.049461538,0.86525641,0.085282051,0.027202564,3586.9399409999996,3639.110107,3569.709961,3600.830078,3600.830078,0.0
68,2001-04-26,0.030219512,0.822585366,0.14719512199999998,0.130656098,3649.360107,3651.790039,3547.459961,3557.1899409999996,3557.1899409999996,0.0
69,2001-04-27,0.08808571400000001,0.806371429,0.10557142900000001,0.05008,3389.219971,3458.7700200000004,3357.830078,3422.76001,3422.76001,0.0
71,2001-05-02,0.156928571,0.733166667,0.10990476199999999,-0.060304762000000005,3565.530029,3586.639893,3530.25,3538.419922,3538.419922,0.0
72,2001-05-03,0.054090909000000006,0.76869697,0.17721212100000003,0.149460606,3528.6999509999996,3551.8000490000004,3479.8100590000004,3494.4799799999996,3494.4799799999996,0.0
73,2001-05-04,0.06583871,0.825096774,0.109064516,0.06722258099999999,3471.9499509999996,3521.919922,3465.5,3514.5900880000004,3514.5900880000004,0.0
74,2001-05-07,0.146166667,0.772738095,0.081119048,-0.05987619,3562.969971,3573.1899409999996,3539.459961,3544.8100590000004,3544.8100590000004,0.0
75,2001-05-08,0.09924324300000001,0.812621622,0.08816216199999999,-0.016397296999999998,3544.860107,3587.070068,3544.860107,3580.3701170000004,3580.3701170000004,0.0
76,2001-05-09,0.08833333300000001,0.8206363640000001,0.091030303,0.005393939,3580.3701170000004,3629.649902,3569.139893,3586.580078,3586.580078,0.0
77,2001-05-10,0.11766666699999999,0.765,0.117363636,-0.0047,3586.580078,3588.9499509999996,3550.0500490000004,3568.2700200000004,3568.2700200000004,0.0
78,2001-05-11,0.122581395,0.779976744,0.09746511599999999,-0.029509302,3564.649902,3577.790039,3545.1899409999996,3559.7700200000004,3559.7700200000004,0.0
79,2001-05-14,0.096163934,0.774737705,0.129114754,0.047113115,3552.5500490000004,3577.280029,3536.570068,3568.929932,3568.929932,0.0
80,2001-05-15,0.07200000000000001,0.8267741940000001,0.10119354800000001,0.077932258,3480.419922,3579.350098,3420.139893,3576.959961,3576.959961,0.0
81,2001-05-16,0.115625,0.8524375,0.0319375,-0.09296875,3585.790039,3630.26001,3585.790039,3592.0600590000004,3592.0600590000004,0.0
82,2001-05-17,0.11635714300000001,0.80802381,0.07557142900000001,-0.035038095,3607.459961,3675.4499509999996,3607.459961,3669.76001,3669.76001,0.0
83,2001-05-18,0.07945614,0.868350877,0.052166667,-0.03005614,3674.419922,3700.8798829999996,3648.360107,3655.030029,3655.030029,0.0
84,2001-05-22,0.112094488,0.803645669,0.084259843,-0.051082677,3643.290039,3663.1599119999996,3630.030029,3640.600098,3640.600098,0.0
85,2001-05-25,0.0,0.606,0.39399999999999996,0.0772,3686.1599119999996,3700.6599119999996,3647.350098,3659.8100590000004,3659.8100590000004,0.0
86,2001-05-28,0.09632786900000001,0.8430054640000001,0.060672131,-0.056546995,3663.0600590000004,3728.0500490000004,3663.0600590000004,3720.149902,3720.149902,0.0
87,2001-05-29,0.107,0.791160643,0.101835341,-0.012718876,3732.030029,3751.6999509999996,3725.830078,3742.070068,3742.070068,0.0
88,2001-05-30,0.094165746,0.8173563540000001,0.088483425,-0.008707459,3745.570068,3759.959961,3653.3100590000004,3662.040039,3662.040039,0.0
89,2001-06-01,0.2295,0.7705,0.0,-0.26335,3637.030029,3651.320068,3555.73999,3557.639893,3557.639893,0.0
90,2001-06-04,0.0,1.0,0.0,0.0,3565.8798829999996,3590.5600590000004,3490.830078,3498.3798829999996,3498.3798829999996,0.0
91,2001-06-05,0.4,0.0,0.6,0.25,3495.98999,3510.679932,3434.8798829999996,3460.040039,3460.040039,0.0
92,2001-06-07,0.0,1.0,0.0,0.0,3455.860107,3459.51001,3395.5200200000004,3457.23999,3457.23999,0.0
93,2001-06-20,0.13708502,0.792449393,0.070469636,-0.07637287400000001,3410.100098,3420.330078,3369.3100590000004,3406.0500490000004,3406.0500490000004,0.0
94,2001-06-21,0.12991666699999999,0.751708333,0.118375,-0.036854167,3408.280029,3427.75,3385.8701170000004,3405.639893,3405.639893,0.0
95,2001-06-22,0.13954902,0.7734901959999999,0.086960784,-0.069572549,3402.139893,3409.76001,3361.790039,3381.76001,3381.76001,0.0
96,2001-06-25,0.074707692,0.841276923,0.084015385,0.019835385,3378.169922,3378.169922,3306.830078,3318.669922,3318.669922,0.0
97,2001-06-26,0.08459183699999999,0.799938776,0.11540816300000001,0.047602041,3313.1298829999996,3417.9399409999996,3287.939941,3407.320068,3407.320068,0.0
98,2001-06-27,0.113481481,0.824975309,0.061555556,-0.07930493799999999,3407.679932,3434.1298829999996,3378.530029,3411.639893,3411.639893,0.0
99,2001-06-28,0.12079347800000001,0.80101087,0.078195652,-0.050057609,3411.679932,3427.3701170000004,3391.719971,3404.860107,3404.860107,0.0
100,2001-06-29,0.123768116,0.800768116,0.075449275,-0.05767246400000001,3406.790039,3474.709961,3394.9099119999996,3456.780029,3456.780029,0.0
101,2001-07-02,0.11475,0.7709999999999999,0.11425,0.02755,3459.149902,3487.0,3418.280029,3426.030029,3426.030029,0.0
102,2001-07-03,0.18757142899999998,0.608428571,0.20414285699999998,-0.07947142900000001,3452.110107,3452.110107,3300.149902,3312.290039,3312.290039,0.0
103,2001-07-05,0.20544444399999998,0.7303333329999999,0.064222222,-0.18408888899999998,3321.139893,3364.8000490000004,3306.73999,3317.6298829999996,3317.6298829999996,0.0
104,2001-07-06,0.0385,0.9615,0.0,-0.056666667000000004,3317.6298829999996,3317.6298829999996,3286.73999,3305.780029,3305.780029,0.0
105,2001-07-09,0.08551578900000001,0.816252632,0.098221053,-0.001818947,3290.850098,3299.570068,3260.679932,3290.810059,3290.810059,0.0
106,2001-07-10,0.10570967699999999,0.827532258,0.066725806,-0.05409677400000001,3300.97998,3340.8798829999996,3296.409912,3328.27002,3328.27002,0.0
107,2001-07-11,0.125852941,0.820294118,0.053852940999999994,-0.081226471,3328.3701170000004,3388.75,3316.850098,3376.209961,3376.209961,0.0
108,2001-07-12,0.0944,0.83955,0.06605,-0.03673,3390.3400880000004,3459.3701170000004,3384.73999,3452.75,3452.75,0.0
109,2001-07-13,0.104920245,0.810932515,0.08414110400000001,-0.032382209,3470.9399409999996,3513.790039,3438.030029,3453.98999,3453.98999,0.0
110,2001-07-16,0.10054023,0.812521073,0.08694636,-0.027722989,3453.6298829999996,3478.110107,3427.820068,3434.830078,3434.830078,0.0
111,2001-07-17,0.133265455,0.7869890909999999,0.079749091,-0.069703273,3414.0600590000004,3440.290039,3397.649902,3431.929932,3431.929932,0.0
112,2001-07-18,0.112782805,0.8187420809999999,0.068470588,-0.056123077,3434.9399409999996,3446.179932,3377.580078,3383.4099119999996,3383.4099119999996,0.0
113,2001-07-19,0.110452282,0.8143278009999999,0.075219917,-0.047396266,3372.919922,3380.2700200000004,3352.1201170000004,3370.929932,3370.929932,0.0
114,2001-07-20,0.117225,0.789555,0.09322000000000001,-0.0255405,3375.820068,3389.48999,3331.419922,3340.75,3340.75,0.0
115,2001-07-23,0.119506024,0.806373494,0.074126506,-0.072407229,3340.889893,3340.889893,3310.949951,3330.97998,3330.97998,0.0
116,2001-07-24,0.122849624,0.808590226,0.068567669,-0.07439436099999999,3326.840088,3340.909912,3306.169922,3335.080078,3335.080078,0.0
117,2001-07-25,0.125207207,0.8093108109999999,0.065486486,-0.065134685,3307.159912,3338.219971,3296.429932,3301.969971,3301.969971,0.0
118,2001-07-26,0.16431304300000002,0.7659999999999999,0.069695652,-0.105007536,3298.639893,3318.600098,3254.280029,3259.030029,3259.030029,0.0
119,2001-07-27,0.115951673,0.8298289959999999,0.054219330999999996,-0.067592937,3260.040039,3278.850098,3241.659912,3251.530029,3251.530029,0.0
120,2001-07-30,0.10946583900000001,0.806496894,0.084037267,-0.02377764,3255.919922,3289.459961,3249.459961,3285.889893,3285.889893,0.0
121,2001-07-31,0.11600332199999999,0.811162791,0.072840532,-0.053428239,3288.860107,3335.669922,3255.97998,3329.280029,3329.280029,0.0
122,2001-08-01,0.126965251,0.818938224,0.05410038599999999,-0.09117335900000001,3335.0,3346.209961,3276.719971,3284.169922,3284.169922,0.0
123,2001-08-02,0.128097561,0.794372822,0.077522648,-0.07473867599999999,3293.830078,3310.860107,3278.540039,3298.780029,3298.780029,0.0
124,2001-08-03,0.12763228699999998,0.799130045,0.073246637,-0.064895964,3300.02002,3337.790039,3300.02002,3325.3798829999996,3325.3798829999996,0.0
125,2001-08-06,0.108424157,0.82969382,0.061884830999999994,-0.058708708,3323.360107,3356.3400880000004,3322.439941,3329.949951,3329.949951,0.0
126,2001-08-07,0.131667712,0.803523511,0.06479623799999999,-0.077567085,3322.810059,3345.97998,3317.439941,3319.669922,3319.669922,0.0
127,2001-08-08,0.12188790599999999,0.8035870209999999,0.074530973,-0.054350737,3317.51001,3321.179932,3294.189941,3302.320068,3302.320068,0.0
128,2001-08-09,0.11139215699999999,0.820505447,0.068100218,-0.048587146,3290.860107,3324.959961,3279.6201170000004,3319.610107,3319.610107,0.0
129,2001-08-10,0.114237197,0.8032210240000001,0.082536388,-0.04466711599999999,3312.5,3335.709961,3308.76001,3316.209961,3316.209961,0.0
130,2001-08-13,0.12608761300000002,0.807628399,0.06629003,-0.072611782,3321.189941,3332.280029,3283.439941,3287.6201170000004,3287.6201170000004,0.0
131,2001-08-14,0.10401923099999999,0.811576923,0.08439230800000001,-0.019206923,3290.580078,3336.469971,3290.580078,3331.889893,3331.889893,0.0
133,2001-08-16,0.091474576,0.830355932,0.07816949200000001,-0.020231186,3326.23999,3357.070068,3321.73999,3337.909912,3337.909912,0.0
134,2001-08-17,0.10458231,0.8040933659999999,0.09132186699999999,-0.024594103,3341.949951,3359.070068,3293.830078,3296.709961,3296.709961,0.0
135,2001-08-20,0.097071053,0.809631579,0.093297368,-0.005450789,3287.689941,3290.23999,3271.540039,3278.919922,3278.919922,0.0
136,2001-08-21,0.10210303,0.8218,0.07609697,-0.028961212000000004,3286.1298829999996,3310.530029,3286.1298829999996,3297.429932,3297.429932,0.0
138,2001-08-23,0.113842217,0.811735608,0.07442004299999999,-0.049509168,3307.290039,3316.330078,3292.659912,3308.790039,3308.790039,0.0
139,2001-08-24,0.10289357,0.8078758309999999,0.08923725099999999,-0.025739467999999998,3302.219971,3308.899902,3287.580078,3305.51001,3305.51001,0.0
140,2001-08-27,0.098667546,0.814395778,0.086936675,-0.02167467,3318.439941,3337.939941,3310.290039,3318.320068,3318.320068,0.0
141,2001-08-28,0.102898455,0.81298234,0.08412362,-0.026829139,3318.649902,3333.169922,3308.350098,3313.070068,3313.070068,0.0
142,2001-08-29,0.129466387,0.790172269,0.080363445,-0.053553782,3282.300049,3327.669922,3282.300049,3300.6201170000004,3300.6201170000004,0.0
143,2001-08-30,0.103604869,0.816870787,0.079524345,-0.026138015,3296.780029,3305.97998,3281.169922,3286.8701170000004,3286.8701170000004,0.0
144,2001-08-31,0.123486842,0.804086842,0.07241315799999999,-0.058640263,3282.389893,3282.389893,3241.1201170000004,3244.949951,3244.949951,0.0
145,2001-09-03,0.10378448300000001,0.810728448,0.085489224,-0.023854741000000002,3245.709961,3267.929932,3222.75,3227.1201170000004,3227.1201170000004,0.0
146,2001-09-04,0.093421053,0.8180572079999999,0.088519451,-0.01179405,3227.860107,3246.76001,3209.840088,3231.600098,3231.600098,0.0
147,2001-09-05,0.116188285,0.8033577409999999,0.080453975,-0.045223013,3232.8798829999996,3245.98999,3218.040039,3228.600098,3228.600098,0.0
148,2001-09-06,0.10086097599999999,0.814536585,0.084602439,-0.036707073,3219.840088,3233.48999,3187.659912,3202.550049,3202.550049,0.0
149,2001-09-07,0.113988095,0.793528571,0.09248095199999999,-0.036926905,3196.409912,3203.540039,3166.969971,3198.399902,3198.399902,0.0
150,2001-09-10,0.11522255199999999,0.82025816,0.06451632,-0.05400089,3224.899902,3224.899902,3180.850098,3183.6298829999996,3183.6298829999996,0.0
151,2001-09-11,0.110293065,0.822903803,0.066816555,-0.049335123,3189.090088,3198.810059,3141.570068,3150.399902,3150.399902,0.0
152,2001-09-12,0.11709965,0.7982342659999999,0.08466433599999999,-0.036812063,3030.290039,3046.219971,2954.350098,3032.709961,3032.709961,0.0
153,2001-09-13,0.155063444,0.765848943,0.07907855,-0.094340785,3038.8798829999996,3068.48999,2982.159912,2987.5,2987.5,0.0
154,2001-09-14,0.11431490400000001,0.806230769,0.079459135,-0.043330529000000007,2986.860107,2986.860107,2770.23999,2830.1201170000004,2830.1201170000004,0.0
155,2001-09-17,0.129927083,0.775253472,0.094819444,-0.055620486,2758.159912,2758.159912,2640.580078,2680.97998,2680.97998,0.0
156,2001-09-18,0.12539521,0.7844461079999999,0.090149701,-0.035967066,2680.040039,2814.070068,2680.040039,2782.469971,2782.469971,0.0
157,2001-09-19,0.133550847,0.773841102,0.092614407,-0.057701907000000004,2785.3701170000004,2817.47998,2785.3701170000004,2804.159912,2804.159912,0.0
158,2001-09-20,0.122790179,0.791698661,0.085502232,-0.042842634000000004,2781.459961,2781.459961,2674.820068,2761.659912,2761.659912,0.0
159,2001-09-21,0.100710204,0.82777551,0.071518367,-0.040758776000000004,2753.959961,2753.959961,2594.8701170000004,2600.1201170000004,2600.1201170000004,0.0
160,2001-09-24,0.123303333,0.79047,0.08622666699999999,-0.054364667,2627.25,2688.949951,2627.25,2651.780029,2651.780029,0.0
161,2001-09-25,0.130238839,0.794658482,0.075109375,-0.071045312,2668.3701170000004,2727.320068,2613.530029,2617.350098,2617.350098,0.0
162,2001-09-26,0.114746667,0.788021333,0.09724266699999999,-0.025422932999999998,2621.889893,2682.590088,2615.040039,2667.340088,2667.340088,0.0
163,2001-09-27,0.129019608,0.811352941,0.059635294000000005,-0.080885098,2674.290039,2726.969971,2669.050049,2715.5,2715.5,0.0
164,2001-09-28,0.115053012,0.8145518070000001,0.07039759,-0.056448675,2727.340088,2830.350098,2727.340088,2811.600098,2811.600098,0.0
165,2001-10-01,0.186079208,0.753990099,0.059935644,-0.140935644,2817.73999,2822.77002,2773.030029,2795.300049,2795.300049,0.0
167,2001-10-03,0.11404296900000001,0.8050390620000001,0.080910156,-0.038211327999999996,2802.23999,2808.449951,2742.850098,2754.949951,2754.949951,0.0
168,2001-10-04,0.114708812,0.8027011490000001,0.082590038,-0.029683142000000003,2763.169922,2798.689941,2763.169922,2788.969971,2788.969971,0.0
169,2001-10-05,0.125986622,0.7900501670000001,0.08395652199999999,-0.048228428,2789.100098,2826.159912,2765.209961,2812.899902,2812.899902,0.0
170,2001-10-08,0.12005857699999999,0.797953975,0.08199163200000001,-0.054045607,2767.929932,2784.090088,2718.409912,2765.3701170000004,2765.3701170000004,0.0
171,2001-10-09,0.151634286,0.770965714,0.0774,-0.09336514300000001,2772.209961,2802.340088,2772.209961,2794.419922,2794.419922,0.0
172,2001-10-10,0.133215686,0.790055556,0.076732026,-0.06976241799999999,2836.73999,2904.590088,2836.73999,2896.600098,2896.600098,0.0
173,2001-10-11,0.097468085,0.8431659570000001,0.059378723,-0.042297021,2899.800049,2956.860107,2899.800049,2943.689941,2943.689941,0.0
174,2001-10-12,0.152494505,0.78506044,0.062445055,-0.111893956,2960.5,2989.6298829999996,2947.340088,2959.389893,2959.389893,0.0
175,2001-10-15,0.1174,0.808994872,0.073610256,-0.061963077000000005,2951.689941,2983.330078,2940.080078,2976.300049,2976.300049,0.0
176,2001-10-16,0.12792607,0.813821012,0.058252918,-0.082896498,2978.110107,3002.0,2971.570068,2992.459961,2992.459961,0.0
177,2001-10-17,0.119925926,0.820794239,0.059271605,-0.075104115,2998.860107,3050.070068,2998.860107,3043.850098,3043.850098,0.0
178,2001-10-18,0.119145923,0.8076824029999999,0.073171674,-0.050817167,3023.290039,3034.969971,2967.679932,2981.330078,2981.330078,0.0
179,2001-10-19,0.12498122099999999,0.8164647890000001,0.058553991,-0.082093897,3003.02002,3025.889893,3003.02002,3016.840088,3016.840088,0.0
180,2001-10-22,0.116858696,0.7973043479999999,0.085826087,-0.048432065,3025.030029,3061.77002,2993.889893,3001.860107,3001.860107,0.0
181,2001-10-23,0.161819608,0.768521569,0.06965882400000001,-0.106010196,3010.939941,3065.47998,3010.939941,3061.909912,3061.909912,0.0
182,2001-10-24,0.14672973,0.767605405,0.08567567599999999,-0.065342703,3057.0,3083.649902,3026.6298829999996,3040.159912,3040.159912,0.0
183,2001-10-25,0.134055556,0.7827777779999999,0.08317284,-0.061376543,3047.389893,3066.040039,3013.830078,3022.159912,3022.159912,0.0
185,2001-10-29,0.134957983,0.784029412,0.08102100799999999,-0.078571008,3028.709961,3063.899902,3004.030029,3009.330078,3009.330078,0.0
186,2001-10-30,0.13324581,0.804282123,0.062463687000000004,-0.079353352,2995.3701170000004,2995.3701170000004,2953.3798829999996,2957.449951,2957.449951,0.0
187,2001-10-31,0.126264151,0.820386792,0.053349057000000005,-0.08364622599999999,2958.389893,2998.699951,2942.48999,2989.350098,2989.350098,0.0
188,2001-11-01,0.11152351099999999,0.803595611,0.084874608,-0.036343887000000005,3003.949951,3062.77002,3003.949951,3049.800049,3049.800049,0.0
189,2001-11-02,0.113312236,0.822447257,0.064244726,-0.07199873400000001,3059.52002,3100.290039,3040.840088,3052.600098,3052.600098,0.0
190,2001-11-05,0.127506173,0.779635802,0.092833333,-0.041691975,3058.110107,3070.659912,3030.570068,3037.01001,3037.01001,0.0
191,2001-11-06,0.14491304300000002,0.79042029,0.064661836,-0.102608213,3038.02002,3087.590088,3038.02002,3068.889893,3068.889893,0.0
192,2001-11-07,0.1355,0.805748062,0.05875969,-0.09442790699999999,3071.780029,3109.26001,3006.969971,3013.939941,3013.939941,0.0
193,2001-11-08,0.126656566,0.8014646459999999,0.071882155,-0.055543434,3020.389893,3067.550049,3017.409912,3059.969971,3059.969971,0.0
194,2001-11-09,0.09684898,0.8215387759999999,0.081612245,-0.021105713999999998,3070.580078,3092.01001,3069.6201170000004,3079.669922,3079.669922,0.0
195,2001-11-12,0.115561086,0.799886878,0.084529412,-0.04499457,3084.419922,3106.429932,3081.149902,3094.139893,3094.139893,0.0
196,2001-11-13,0.095988636,0.820090909,0.083905303,-0.018736742,3093.780029,3101.580078,3059.419922,3077.189941,3077.189941,0.0
197,2001-11-14,0.11565625,0.7775625,0.1067875,-0.01312875,3079.8798829999996,3124.330078,3079.8798829999996,3113.040039,3113.040039,0.0
198,2001-11-15,0.125412844,0.801137615,0.073440367,-0.058854128,3116.719971,3195.52002,3107.800049,3180.22998,3180.22998,0.0
